year_iranian,year_western,area,sex,occupation,value,unit,source,country_iso3
1390,2011-2012,total,Both,Professionals,1735646,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,Technicians and Associate Professionals,1019480,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,Clerical and Administrative Workers,1005158,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,Service Workers and Shop and Market Sales Workers,2682142,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3182997,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,Crafts and Related Trades Workers,3869286,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,"Machinery Operators, Assemblers and Drivers",2557304,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,Laborers,3442390,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Both,Other or Not Declared,492115,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Total,17372105,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,"Legislators, Senior Officials and Managers",450407,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Professionals,960248,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Technicians and Associate Professionals,819276,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Clerical and Administrative Workers,734423,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Service Workers and Shop and Market Sales Workers,2394290,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2499129,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Crafts and Related Trades Workers,3280940,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,"Machinery Operators, Assemblers and Drivers",2533247,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Laborers,3217658,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Male,Other or Not Declared,482482,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Total,3137919,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,"Legislators, Senior Officials and Managers",73093,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Professionals,775398,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Technicians and Associate Professionals,200204,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Clerical and Administrative Workers,270735,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Service Workers and Shop and Market Sales Workers,287852,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",683868,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Crafts and Related Trades Workers,588346,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,"Machinery Operators, Assemblers and Drivers",24056,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Laborers,224731,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,total,Female,Other or Not Declared,9633,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Total,14368033,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,"Legislators, Senior Officials and Managers",481116,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Professionals,1608404,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Technicians and Associate Professionals,931918,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Clerical and Administrative Workers,929460,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Service Workers and Shop and Market Sales Workers,2329302,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",556763,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Crafts and Related Trades Workers,3024327,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,"Machinery Operators, Assemblers and Drivers",1981263,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Laborers,2085137,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Both,Other or Not Declared,440338,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Total,12386283,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,"Legislators, Senior Officials and Managers",411234,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Professionals,872807,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Technicians and Associate Professionals,747722,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Clerical and Administrative Workers,671158,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Service Workers and Shop and Market Sales Workers,2101833,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",523112,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Crafts and Related Trades Workers,2661956,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,"Machinery Operators, Assemblers and Drivers",1962593,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Laborers,2002824,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Male,Other or Not Declared,431038,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Total,1981749,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,"Legislators, Senior Officials and Managers",69881,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Professionals,735597,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Technicians and Associate Professionals,184196,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Clerical and Administrative Workers,258302,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Service Workers and Shop and Market Sales Workers,227468,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",33650,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Crafts and Related Trades Workers,362370,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,"Machinery Operators, Assemblers and Drivers",18669,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Laborers,82313,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,urban,Female,Other or Not Declared,9299,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Both,Total,6141991,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Both,"Legislators, Senior Officials and Managers",42384,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Both,Professionals,127242,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Both,Technicians and Associate Professionals,87562,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Both,Clerical and Administrative Workers,75697,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
