province,age_group,residence,sex,population,source,country_iso3
North Khorasan,20-24 Age Group,Rural,Female,22912,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Unsettled,Both,181,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Unsettled,Male,98,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,20-24 Age Group,Unsettled,Female,83,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Total,Both,91718,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Total,Male,45210,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Total,Female,46508,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Urban,Both,51229,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Urban,Male,25718,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Urban,Female,25511,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Rural,Both,40351,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Rural,Male,19422,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Rural,Female,20929,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Unsettled,Both,138,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Unsettled,Male,70,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,25-29 Age Group,Unsettled,Female,68,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Total,Both,72086,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Total,Male,35302,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Total,Female,36784,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Urban,Both,39984,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Urban,Male,19995,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Urban,Female,19989,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Rural,Both,31967,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Rural,Male,15252,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Rural,Female,16715,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Unsettled,Both,135,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Unsettled,Male,55,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,30-34 Age Group,Unsettled,Female,80,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Total,Both,58282,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Total,Male,28871,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Total,Female,29411,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Urban,Both,32567,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Urban,Male,16666,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Urban,Female,15901,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Rural,Both,25601,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Rural,Male,12145,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Rural,Female,13456,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Unsettled,Both,114,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Unsettled,Male,60,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,35-39 Age Group,Unsettled,Female,54,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Total,Both,50151,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Total,Male,24767,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Total,Female,25384,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Urban,Both,28447,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Urban,Male,14548,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Urban,Female,13899,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Rural,Both,21597,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Rural,Male,10171,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Rural,Female,11426,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Unsettled,Both,107,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Unsettled,Male,48,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,40-44 Age Group,Unsettled,Female,59,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Total,Both,40931,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Total,Male,20077,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Total,Female,20854,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Urban,Both,22865,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Urban,Male,11625,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Urban,Female,11240,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Rural,Both,17988,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Rural,Male,8413,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Rural,Female,9575,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Unsettled,Both,78,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Unsettled,Male,39,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,45-49 Age Group,Unsettled,Female,39,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Total,Both,39423,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Total,Male,19448,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Total,Female,19975,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Urban,Both,20224,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Urban,Male,10515,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Urban,Female,9709,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Rural,Both,19120,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Rural,Male,8892,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Rural,Female,10228,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Unsettled,Both,79,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Unsettled,Male,41,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,50-54 Age Group,Unsettled,Female,38,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Total,Both,28850,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Total,Male,13776,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Total,Female,15074,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Urban,Both,13745,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Urban,Male,6891,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Urban,Female,6854,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Rural,Both,15051,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Rural,Male,6855,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Rural,Female,8196,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Unsettled,Both,54,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Unsettled,Male,30,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,55-59 Age Group,Unsettled,Female,24,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Total,Both,18958,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Total,Male,8056,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Total,Female,10902,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Urban,Both,8590,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Urban,Male,3781,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Urban,Female,4809,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Rural,Both,10344,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Rural,Male,4263,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Rural,Female,6081,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Unsettled,Both,24,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
North Khorasan,60-64 Age Group,Unsettled,Male,12,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
