changed,rule,chart_id,primary_source,category,old_title,new_title
,keep,wdi__SH.STA.MALN,wdi,Health,"Prevalence of underweight, weight for age (% of children under 5)","Prevalence of underweight, weight for age (% of children under 5)"
,keep,wdi__SH.STA.MALN.FE,wdi,Health,"Prevalence of underweight, weight for age, female (% of children under 5)","Prevalence of underweight, weight for age, female (% of children under 5)"
,keep,wdi__SH.STA.MALN.MA,wdi,Health,"Prevalence of underweight, weight for age, male (% of children under 5)","Prevalence of underweight, weight for age, male (% of children under 5)"
,keep,wdi__SH.STA.MMRT,wdi,Health,"Maternal mortality ratio (national estimate, per 100,000 live births)","Maternal mortality ratio (national estimate, per 100,000 live births)"
,keep,wdi__SH.STA.ODFC,wdi,Health,People practicing open defecation (% of population),People practicing open defecation (% of population)
,keep,wdi__SH.STA.ODFC.RU,wdi,Health,"People practicing open defecation, rural (% of rural population)","People practicing open defecation, rural (% of rural population)"
,keep,wdi__SH.STA.ODFC.UR,wdi,Health,"People practicing open defecation, urban (% of urban population)","People practicing open defecation, urban (% of urban population)"
,keep,wdi__SH.STA.ORCF,wdi,Health,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)
,keep,wdi__SH.STA.OWGH.FE,wdi,Health,"Prevalence of overweight, weight for height, female (% of children under 5)","Prevalence of overweight, weight for height, female (% of children under 5)"
,keep,wdi__SH.STA.OWGH.MA,wdi,Health,"Prevalence of overweight, weight for height, male (% of children under 5)","Prevalence of overweight, weight for height, male (% of children under 5)"
,keep,wdi__SH.STA.OWGH.ME,wdi,Health,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)","Prevalence of overweight, weight for height (modeled estimate, % of children under 5)"
,keep,wdi__SH.STA.OWGH.ME.FE,wdi,Health,"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)","Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)"
,keep,wdi__SH.STA.SMSS.UR,wdi,Health,"People using safely managed sanitation services, urban (% of urban population)","People using safely managed sanitation services, urban (% of urban population)"
,keep,wdi__SH.STA.STNT.ME,wdi,Health,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)","Prevalence of stunting, height for age (modeled estimate, % of children under 5)"
,keep,wdi__SH.STA.STNT.ME.FE,wdi,Health,"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)","Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)"
,keep,wdi__SH.STA.STNT.ME.MA,wdi,Health,"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)","Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)"
,keep,wdi__SH.STA.SUIC.FE,wdi,Health,"Suicide mortality rate, female (per 100,000 female population)","Suicide mortality rate, female (per 100,000 female population)"
,keep,wdi__SH.STA.SUIC.MA,wdi,Health,"Suicide mortality rate, male (per 100,000 male population)","Suicide mortality rate, male (per 100,000 male population)"
,keep,wdi__SH.STA.WAST,wdi,Health,"Prevalence of wasting, weight for height (% of children under 5)","Prevalence of wasting, weight for height (% of children under 5)"
,keep,wdi__SH.STA.WAST.FE,wdi,Health,"Prevalence of wasting, weight for height, female (% of children under 5)","Prevalence of wasting, weight for height, female (% of children under 5)"
,keep,wdi__SH.STA.WAST.MA,wdi,Health,"Prevalence of wasting, weight for height, male (% of children under 5)","Prevalence of wasting, weight for height, male (% of children under 5)"
,keep,wdi__SH.SVR.WAST,wdi,Health,"Prevalence of severe wasting, weight for height (% of children under 5)","Prevalence of severe wasting, weight for height (% of children under 5)"
,keep,wdi__SH.SVR.WAST.FE,wdi,Health,"Prevalence of severe wasting, weight for height, female (% of children under 5)","Prevalence of severe wasting, weight for height, female (% of children under 5)"
,keep,wdi__SH.SVR.WAST.MA,wdi,Health,"Prevalence of severe wasting, weight for height, male (% of children under 5)","Prevalence of severe wasting, weight for height, male (% of children under 5)"
,keep,wdi__SH.TBS.CURE,wdi,Health,Tuberculosis treatment success rate (% of new cases),Tuberculosis treatment success rate (% of new cases)
,keep,wdi__SH.TBS.DTEC,wdi,Health,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (%, all forms)"
,keep,wdi__SH.XPD.CHEX.GD,wdi,Health,Current health expenditure (% of GDP),Current health expenditure (% of GDP)
,keep,wdi__SH.XPD.EHEX.CH,wdi,Health,External health expenditure (% of current health expenditure),External health expenditure (% of current health expenditure)
,keep,wdi__SH.XPD.GHED.CH,wdi,Health,Domestic general government health expenditure (% of current health expenditure),Domestic general government health expenditure (% of current health expenditure)
,keep,wdi__SH.XPD.GHED.GD,wdi,Health,Domestic general government health expenditure (% of GDP),Domestic general government health expenditure (% of GDP)
,keep,wdi__SH.XPD.GHED.GE,wdi,Health,Domestic general government health expenditure (% of general government expenditure),Domestic general government health expenditure (% of general government expenditure)
,keep,wdi__SH.XPD.OOPC.CH,wdi,Health,Out-of-pocket expenditure (% of current health expenditure),Out-of-pocket expenditure (% of current health expenditure)
,keep,wdi__SH.XPD.PVTD.CH,wdi,Health,Domestic private health expenditure (% of current health expenditure),Domestic private health expenditure (% of current health expenditure)
,keep,wdi__SH_UHC,wdi,Health,UHC service coverage index,UHC service coverage index
,keep,wdi__SH_UHC_SCI,wdi,Health,UHC service coverage sub-index on infectious diseases,UHC service coverage sub-index on infectious diseases
,keep,wdi__SI.DST.02ND,wdi,Poverty & Inequality,Income share held by second 20%,Income share held by second 20%
,keep,wdi__SI.DST.03RD,wdi,Poverty & Inequality,Income share held by third 20%,Income share held by third 20%
,keep,wdi__SI.DST.04TH,wdi,Poverty & Inequality,Income share held by fourth 20%,Income share held by fourth 20%
,keep,wdi__SI.DST.05TH,wdi,Poverty & Inequality,Income share held by highest 20%,Income share held by highest 20%
,keep,wdi__SI.DST.10TH,wdi,Poverty & Inequality,Income share held by highest 10%,Income share held by highest 10%
,keep,wdi__SI.DST.FRST,wdi,Poverty & Inequality,Income share held by lowest 10%,Income share held by lowest 10%
,keep,wdi__SI.POV,wdi,Poverty & Inequality,Gini index,Gini index
,keep,wdi__SI.SPR,wdi,Poverty & Inequality,Prosperity gap (average shortfall from a prosperity standard of $28/day),Prosperity gap (average shortfall from a prosperity standard of $28/day)
,keep,wdi__SL.AGR.EMPL,wdi,Labor & Employment,Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in agriculture (% of total employment) (modeled ILO estimate)
,keep,wdi__SL.AGR.EMPL.FE,wdi,Labor & Employment,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, female (% of female employment) (modeled ILO estimate)"
,keep,wdi__SL.AGR.EMPL.MA,wdi,Labor & Employment,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.1524.SP,wdi,Labor & Employment,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)"
,keep,wdi__SL.EMP.1524.SP.FE,wdi,Labor & Employment,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)"
,keep,wdi__SL.EMP.1524.SP.FE.NE,wdi,Labor & Employment,"Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)"
,keep,wdi__SL.EMP.1524.SP.MA,wdi,Labor & Employment,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)"
,keep,wdi__SL.EMP.1524.SP.MA.NE,wdi,Labor & Employment,"Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)"
,keep,wdi__SL.EMP.1524.SP.NE,wdi,Labor & Employment,"Employment to population ratio, ages 15-24, total (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (national estimate)"
,keep,wdi__SL.EMP.MPYR,wdi,Labor & Employment,"Employers, total (% of total employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.MPYR.FE,wdi,Labor & Employment,"Employers, female (% of female employment) (modeled ILO estimate)","Employers, female (% of female employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.MPYR.MA,wdi,Labor & Employment,"Employers, male (% of male employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.SELF,wdi,Labor & Employment,"Self-employed, total (% of total employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.SELF.FE,wdi,Labor & Employment,"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, female (% of female employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.SELF.MA,wdi,Labor & Employment,"Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.TOTL.SP,wdi,Labor & Employment,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)"
,keep,wdi__SL.EMP.TOTL.SP.FE,wdi,Labor & Employment,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)"
,keep,wdi__SL.EMP.TOTL.SP.MA,wdi,Labor & Employment,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)"
,keep,wdi__SL.EMP.TOTL.SP.MA.NE,wdi,Labor & Employment,"Employment to population ratio, 15+, male (%) (national estimate)","Employment to population ratio, 15+, male (%) (national estimate)"
,keep,wdi__SL.EMP.TOTL.SP.NE,wdi,Labor & Employment,"Employment to population ratio, 15+, total (%) (national estimate)","Employment to population ratio, 15+, total (%) (national estimate)"
,keep,wdi__SL.EMP.VULN,wdi,Labor & Employment,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.VULN.FE,wdi,Labor & Employment,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, female (% of female employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.VULN.MA,wdi,Labor & Employment,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.WORK,wdi,Labor & Employment,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.WORK.FE,wdi,Labor & Employment,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)"
,keep,wdi__SL.EMP.WORK.MA,wdi,Labor & Employment,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)"
,keep,wdi__SL.FAM.WORK,wdi,Labor & Employment,"Contributing family workers, total (% of total employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)"
,keep,wdi__SL.FAM.WORK.FE,wdi,Labor & Employment,"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, female (% of female employment) (modeled ILO estimate)"
,keep,wdi__SL.FAM.WORK.MA,wdi,Labor & Employment,"Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)"
,keep,wdi__SL.GDP.PCAP.EM,wdi,Labor & Employment,GDP per person employed (constant 2021 PPP $),GDP per person employed (constant 2021 PPP $)
,keep,wdi__SL.IND.EMPL,wdi,Labor & Employment,Employment in industry (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate)
,keep,wdi__SL.IND.EMPL.FE,wdi,Labor & Employment,"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, female (% of female employment) (modeled ILO estimate)"
