chart_id,title,category,primary_source,verdict,flags,n_variants,n_countries,iran_points,iran_nonzero,iran_span,iran_distinct,iran_ymin,iran_ymax,best_variant
wdi__MS.MIL.MPRT,Arms imports (SIPRI trend indicator values),Military Expenditure,wdi,OK,,1,11,63,63,65,60,1960,2024,Arms imports (SIPRI trend indicator values)
wdi__MS.MIL.TOTL,"Armed forces personnel, total",Military Expenditure,wdi,OK,,1,11,33,33,36,18,1985,2020,"Armed forces personnel, total"
wdi__MS.MIL.TOTL.TF,Armed forces personnel (% of total labor force),Military Expenditure,wdi,OK,,1,11,31,31,31,31,1990,2020,Armed forces personnel (% of total labor force)
wdi__MS.MIL.XPND,Military expenditure,Military Expenditure,wdi,OK,,4,11,230,65,65,65,1960,2024,Military expenditure (current USD)
wdi__MS.MIL.XPND.GD,Military expenditure (% of GDP),Military Expenditure,wdi,OK,,1,11,65,65,65,65,1960,2024,Military expenditure (% of GDP)
wdi__MS.MIL.XPRT,Arms exports (SIPRI trend indicator values),Military Expenditure,wdi,OK,,1,11,52,45,63,25,1962,2024,Arms exports (SIPRI trend indicator values)
wdi__NE.CON.GOVT,General government final consumption expenditure (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,General government final consumption expenditure (constant LCU)
wdi__NE.CON.GOVT.KD,General government final consumption expenditure,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,11,65,65,65,65,1961,2025,General government final consumption expenditure (annual % growth)
wdi__NE.CON.PCAP.PP,"Households and NPISHs Final consumption expenditure per capita, PPP",Macro / Expenditure & Trade Aggregates,wdi,OK,,2,11,70,35,35,35,1990,2024,"Households and NPISHs Final consumption expenditure per capita, PPP (constant 2021 international $)"
wdi__NE.CON.PRVT,Households and NPISHs final consumption expenditure (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,Households and NPISHs Final consumption expenditure (current US$)
wdi__NE.CON.PRVT.CN,Households and NPISHs final consumption expenditure: linked series,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,10,36,36,36,36,1990,2025,Households and NPISHs final consumption expenditure: linked series (current LCU)
wdi__NE.CON.PRVT.KD,Households and NPISHs Final consumption expenditure,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,11,65,65,65,65,1961,2025,Households and NPISHs Final consumption expenditure (annual % growth)
wdi__NE.CON.PRVT.PC,Households and NPISHs Final consumption expenditure per capita,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,10,66,66,66,66,1960,2025,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$)
wdi__NE.CON.PRVT.PC.KD,Households and NPISHs Final consumption expenditure per capita growth,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,10,65,65,65,65,1961,2025,Households and NPISHs Final consumption expenditure per capita growth (annual %)
wdi__NE.CON.PRVT.PP,"Households and NPISHs Final consumption expenditure, PPP",Macro / Expenditure & Trade Aggregates,wdi,OK,,2,11,70,35,35,35,1990,2024,"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)"
wdi__NE.CON.TOTL,Final consumption expenditure (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,Final consumption expenditure (constant 2015 US$)
wdi__NE.CON.TOTL.KD,Final consumption expenditure,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,11,65,65,65,65,1961,2025,Final consumption expenditure (annual % growth)
wdi__NE.DAB.DEFL,Gross national expenditure deflator (base year varies by country),Macro / Expenditure & Trade Aggregates,wdi,OK,,1,10,66,66,66,66,1960,2025,Gross national expenditure deflator (base year varies by country)
wdi__NE.DAB.TOTL,Gross national expenditure (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,Gross national expenditure (constant 2015 US$)
wdi__NE.EXP.GNFS,Exports of goods and services (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,Exports of goods and services (constant LCU)
wdi__NE.EXP.GNFS.KD,Exports of goods and services,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,11,65,65,65,65,1961,2025,Exports of goods and services (annual % growth)
wdi__NE.GDI.FTOT,Gross fixed capital formation (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,Gross fixed capital formation (current LCU)
wdi__NE.GDI.FTOT.KD,Gross fixed capital formation,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,11,65,65,65,65,1961,2025,Gross fixed capital formation (annual % growth)
wdi__NE.GDI.STKB,Changes in inventories,Macro / Expenditure & Trade Aggregates,wdi,OK,,4,11,260,65,65,65,1960,2024,Changes in inventories (current LCU)
wdi__NE.GDI.TOTL,Gross capital formation (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,Gross capital formation (% of GDP)
wdi__NE.GDI.TOTL.KD,Gross capital formation,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,10,65,65,65,65,1961,2025,Gross capital formation (annual % growth)
wdi__NE.IMP.GNFS,Imports of goods and services (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,330,66,66,66,1960,2025,Imports of goods and services (% of GDP)
wdi__NE.IMP.GNFS.KD,Imports of goods and services,Macro / Expenditure & Trade Aggregates,wdi,OK,,1,11,65,65,65,65,1961,2025,Imports of goods and services (annual % growth)
wdi__NE.RSB.GNFS,External balance on goods and services (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,5,11,269,66,66,66,1960,2025,External balance on goods and services (current LCU)
wdi__NE.TRD.GNFS,Trade (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,OK,,1,11,66,66,66,66,1960,2025,Trade (% of GDP)
wdi__NV.AGR.EMPL,"Agriculture, forestry, and fishing, value added per worker",Industry / Value Added by Sector,wdi,OK,,1,10,35,35,35,35,1991,2025,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)"
wdi__NV.AGR.TOTL,"Agriculture, forestry, and fishing, value added (% of GDP)",Industry / Value Added by Sector,wdi,OK,,5,11,330,66,66,66,1960,2025,"Agriculture, forestry, and fishing, value added (current LCU)"
wdi__NV.AGR.TOTL.KD,"Agriculture, forestry, and fishing, value added",Industry / Value Added by Sector,wdi,OK,,1,10,65,65,65,65,1961,2025,"Agriculture, forestry, and fishing, value added (annual % growth)"
wdi__NV.FSM.TOTL,Financial intermediary services indirectly Measured (FISIM),Industry / Value Added by Sector,wdi,OK,,3,3,153,51,51,51,1960,2010,Financial intermediary services indirectly Measured (FISIM) (current LCU)
wdi__NV.IND.EMPL,"Industry (including construction), value added per worker",Industry / Value Added by Sector,wdi,OK,,1,10,35,35,35,35,1991,2025,"Industry (including construction), value added per worker (constant 2015 US$)"
wdi__NV.IND.MANF,"Manufacturing, value added (% of GDP)",Industry / Value Added by Sector,wdi,OK,,5,11,325,65,65,65,1960,2024,"Manufacturing, value added (constant LCU)"
wdi__NV.IND.MANF.KD,"Manufacturing, value added",Industry / Value Added by Sector,wdi,OK,,1,10,64,64,64,64,1961,2024,"Manufacturing, value added (annual % growth)"
wdi__NV.IND.TOTL,"Industry (including construction), value added (% of GDP)",Industry / Value Added by Sector,wdi,OK,,5,11,330,66,66,66,1960,2025,"Industry (including construction), value added (constant 2015 US$)"
wdi__NV.IND.TOTL.KD,"Industry (including construction), value added",Industry / Value Added by Sector,wdi,OK,,1,10,65,65,65,65,1961,2025,"Industry (including construction), value added (annual % growth)"
wdi__NV.MNF.CHEM.ZS,Chemicals (% of value added in manufacturing),Industry / Value Added by Sector,wdi,OK,,1,11,60,60,60,58,1963,2022,Chemicals (% of value added in manufacturing)
wdi__NV.MNF.FBTO.ZS,"Food, beverages and tobacco (% of value added in manufacturing)",Industry / Value Added by Sector,wdi,OK,,1,11,60,60,60,58,1963,2022,"Food, beverages and tobacco (% of value added in manufacturing)"
wdi__NV.MNF.MTRN.ZS,Machinery and transport equipment (% of value added in manufacturing),Industry / Value Added by Sector,wdi,OK,,1,11,60,60,60,58,1963,2022,Machinery and transport equipment (% of value added in manufacturing)
wdi__NV.MNF.OTHR.ZS,Other manufacturing (% of value added in manufacturing),Industry / Value Added by Sector,wdi,OK,,1,11,60,60,60,58,1963,2022,Other manufacturing (% of value added in manufacturing)
wdi__NV.MNF.TECH.ZS,Medium and high-tech manufacturing value added,Industry / Value Added by Sector,wdi,OK,,1,11,33,33,33,33,1990,2022,Medium and high-tech manufacturing value added (% manufacturing value added)
wdi__NV.MNF.TXTL.ZS,Textiles and clothing (% of value added in manufacturing),Industry / Value Added by Sector,wdi,OK,,1,11,60,60,60,58,1963,2022,Textiles and clothing (% of value added in manufacturing)
wdi__NV.SRV.EMPL,"Services, value added per worker",Industry / Value Added by Sector,wdi,OK,,1,10,35,35,35,35,1991,2025,"Services, value added per worker (constant 2015 US$)"
wdi__NV.SRV.TOTL,"Services, value added (% of GDP)",Industry / Value Added by Sector,wdi,OK,,5,11,330,66,66,66,1960,2025,"Services, value added (constant LCU)"
wdi__NV.SRV.TOTL.KD,"Services, value added",Industry / Value Added by Sector,wdi,OK,,1,10,65,65,65,65,1961,2025,"Services, value added (annual % growth)"
wdi__NY.ADJ.AEDU,Adjusted savings: education expenditure,Macro / National Accounts,wdi,OK,,2,11,100,50,52,50,1970,2021,Adjusted savings: education expenditure (current US$)
wdi__NY.ADJ.AEDU.GN,Adjusted savings: education expenditure (% of GNI),Macro / National Accounts,wdi,OK,,1,11,52,52,52,38,1970,2021,Adjusted savings: education expenditure (% of GNI)
wdi__NY.ADJ.DCO2,Adjusted savings: carbon dioxide damage,Macro / National Accounts,wdi,OK,,2,11,64,32,32,32,1990,2021,Adjusted savings: carbon dioxide damage (current US$)
wdi__NY.ADJ.DCO2.GN,Adjusted savings: carbon dioxide damage (% of GNI),Macro / National Accounts,wdi,OK,,1,11,30,30,32,30,1990,2021,Adjusted savings: carbon dioxide damage (% of GNI)
wdi__NY.ADJ.DFOR,Adjusted savings: net forest depletion,Macro / National Accounts,wdi,THIN,SPARSE|SHORT,2,11,104,3,3,3,1970,1972,Adjusted savings: net forest depletion (current US$)
wdi__NY.ADJ.DFOR.GN,Adjusted savings: net forest depletion (% of GNI),Macro / National Accounts,wdi,THIN,SPARSE|SHORT,1,11,50,3,3,3,1970,1972,Adjusted savings: net forest depletion (% of GNI)
wdi__NY.ADJ.DKAP,Adjusted savings: consumption of fixed capital,Macro / National Accounts,wdi,OK,,2,11,100,50,52,50,1970,2021,Adjusted savings: consumption of fixed capital (current US$)
wdi__NY.ADJ.DKAP.GN,Adjusted savings: consumption of fixed capital (% of GNI),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Adjusted savings: consumption of fixed capital (% of GNI)
wdi__NY.ADJ.DMIN,Adjusted savings: mineral depletion,Macro / National Accounts,wdi,OK,,2,11,104,52,52,52,1970,2021,Adjusted savings: mineral depletion (current US$)
wdi__NY.ADJ.DMIN.GN,Adjusted savings: mineral depletion (% of GNI),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Adjusted savings: mineral depletion (% of GNI)
wdi__NY.ADJ.DNGY,Adjusted savings: energy depletion,Macro / National Accounts,wdi,OK,,2,11,104,52,52,52,1970,2021,Adjusted savings: energy depletion (current US$)
wdi__NY.ADJ.DNGY.GN,Adjusted savings: energy depletion (% of GNI),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Adjusted savings: energy depletion (% of GNI)
wdi__NY.ADJ.DPEM,Adjusted savings: particulate emission damage,Macro / National Accounts,wdi,OK,,2,10,60,30,32,30,1990,2021,Adjusted savings: particulate emission damage (current US$)
wdi__NY.ADJ.DPEM.GN,Adjusted savings: particulate emission damage (% of GNI),Macro / National Accounts,wdi,OK,,1,10,30,30,32,30,1990,2021,Adjusted savings: particulate emission damage (% of GNI)
wdi__NY.ADJ.DRES.GN,Adjusted savings: natural resources depletion (% of GNI),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Adjusted savings: natural resources depletion (% of GNI)
wdi__NY.ADJ.ICTR.GN,Adjusted savings: gross savings (% of GNI),Macro / National Accounts,wdi,OK,,1,11,23,23,25,23,1976,2000,Adjusted savings: gross savings (% of GNI)
wdi__NY.ADJ.NNAT,Adjusted savings: net national savings,Macro / National Accounts,wdi,OK,,2,11,46,23,25,23,1976,2000,Adjusted savings: net national savings (current US$)
wdi__NY.ADJ.NNAT.GN,Adjusted savings: net national savings (% of GNI),Macro / National Accounts,wdi,OK,,1,11,23,23,25,23,1976,2000,Adjusted savings: net national savings (% of GNI)
wdi__NY.ADJ.NNTY,Adjusted net national income (current US$),Macro / National Accounts,wdi,OK,,2,11,79,50,52,50,1970,2021,Adjusted net national income (current US$)
wdi__NY.ADJ.NNTY.KD,Adjusted net national income (annual % growth),Macro / National Accounts,wdi,OK,,1,10,48,48,51,48,1971,2021,Adjusted net national income (annual % growth)
wdi__NY.ADJ.NNTY.PC,Adjusted net national income per capita (current US$),Macro / National Accounts,wdi,OK,,2,11,79,50,52,50,1970,2021,Adjusted net national income per capita (current US$)
wdi__NY.ADJ.NNTY.PC.KD,Adjusted net national income per capita (annual % growth),Macro / National Accounts,wdi,OK,,1,10,48,48,51,48,1971,2021,Adjusted net national income per capita (annual % growth)
wdi__NY.ADJ.SVNG,"Adjusted net savings, including particulate emission damage",Macro / National Accounts,wdi,OK,,2,10,18,9,11,9,1990,2000,"Adjusted net savings, including particulate emission damage (current US$)"
wdi__NY.ADJ.SVNG.GN,"Adjusted net savings, including particulate emission damage (% of GNI)",Macro / National Accounts,wdi,OK,,1,10,9,9,11,9,1990,2000,"Adjusted net savings, including particulate emission damage (% of GNI)"
wdi__NY.ADJ.SVNX,"Adjusted net savings, excluding particulate emission damage",Macro / National Accounts,wdi,OK,,2,11,18,9,11,9,1990,2000,"Adjusted net savings, excluding particulate emission damage (current US$)"
wdi__NY.ADJ.SVNX.GN,"Adjusted net savings, excluding particulate emission damage (% of GNI)",Macro / National Accounts,wdi,OK,,1,11,9,9,11,9,1990,2000,"Adjusted net savings, excluding particulate emission damage (% of GNI)"
wdi__NY.EXP.CAPM,Exports as a capacity to import,Macro / National Accounts,wdi,OK,,1,11,66,66,66,66,1960,2025,Exports as a capacity to import (constant LCU)
wdi__NY.GDP.COAL.RT,Coal rents (% of GDP),Macro / National Accounts,wdi,OK,,1,11,49,49,51,49,1971,2021,Coal rents (% of GDP)
wdi__NY.GDP.DEFL,GDP deflator (base year varies by country),Macro / National Accounts,wdi,OK,,1,11,66,66,66,65,1960,2025,GDP deflator (base year varies by country)
wdi__NY.GDP.DEFL.KD,"Inflation, GDP deflator",Macro / National Accounts,wdi,OK,,1,11,65,65,65,65,1961,2025,"Inflation, GDP deflator (annual %)"
wdi__NY.GDP.DEFL.KD.ZG,"Inflation, GDP deflator: linked series",Macro / National Accounts,wdi,OK,,1,11,36,36,36,36,1990,2025,"Inflation, GDP deflator: linked series (annual %)"
wdi__NY.GDP.DEFL.ZS,GDP deflator: linked series (base year varies by country),Macro / National Accounts,wdi,OK,,1,11,36,36,36,36,1990,2025,GDP deflator: linked series (base year varies by country)
wdi__NY.GDP.DISC,Discrepancy in expenditure estimate of GDP,Macro / National Accounts,wdi,OK,,4,11,203,66,66,66,1960,2025,Discrepancy in expenditure estimate of GDP (current LCU)
wdi__NY.GDP.FCST,Gross value added at basic prices (GVA),Macro / National Accounts,wdi,OK,,4,11,264,66,66,66,1960,2025,Gross value added at basic prices (GVA) (constant LCU)
wdi__NY.GDP.FRST.RT,Forest rents (% of GDP),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Forest rents (% of GDP)
wdi__NY.GDP.MINR.RT,Mineral rents (% of GDP),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Mineral rents (% of GDP)
wdi__NY.GDP.MKTP,GDP,Macro / National Accounts,wdi,OK,,4,11,264,66,66,66,1960,2025,GDP (current US$)
wdi__NY.GDP.MKTP.CN,GDP: linked series,Macro / National Accounts,wdi,OK,,1,11,36,36,36,36,1990,2025,GDP: linked series (current LCU)
wdi__NY.GDP.MKTP.KD,GDP growth,Macro / National Accounts,wdi,OK,,1,11,65,65,65,65,1961,2025,GDP growth (annual %)
wdi__NY.GDP.MKTP.PP,"GDP, PPP",Macro / National Accounts,wdi,OK,,2,11,70,35,35,35,1990,2024,"GDP, PPP (current international $)"
wdi__NY.GDP.NGAS.RT,Natural gas rents (% of GDP),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Natural gas rents (% of GDP)
wdi__NY.GDP.PCAP,GDP per capita,Macro / National Accounts,wdi,OK,,4,11,264,66,66,66,1960,2025,GDP per capita (current US$)
wdi__NY.GDP.PCAP.KD,GDP per capita growth,Macro / National Accounts,wdi,OK,,1,11,65,65,65,65,1961,2025,GDP per capita growth (annual %)
wdi__NY.GDP.PCAP.PP,"GDP per capita, PPP",Macro / National Accounts,wdi,OK,,2,11,70,35,35,35,1990,2024,"GDP per capita, PPP (current international $)"
wdi__NY.GDP.PETR.RT,Oil rents (% of GDP),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Oil rents (% of GDP)
wdi__NY.GDP.TOTL.RT,Total natural resources rents (% of GDP),Macro / National Accounts,wdi,OK,,1,11,50,50,52,50,1970,2021,Total natural resources rents (% of GDP)
wdi__NY.GDS.TOTL,Gross domestic savings (% of GDP),Macro / National Accounts,wdi,OK,,4,11,264,66,66,66,1960,2025,Gross domestic savings (current US$)
wdi__NY.GDY.TOTL,Gross domestic income,Macro / National Accounts,wdi,OK,,1,11,66,66,66,66,1960,2025,Gross domestic income (constant LCU)
wdi__NY.GNP.ATLS,"GNI, Atlas method",Macro / National Accounts,wdi,OK,,2,11,128,64,64,64,1962,2025,"GNI, Atlas method (current US$)"
