score,matched,law_id,folder,title,jalali_date,gregorian_year,enacting_body,text_len,path,doc_type
7,تجارت|سهام,0dd7df23a073,general_laws,قانون تمديد مهلت تبديل شركتهاي سهامي به انواع شركتهاي تجارتي قانوني,1350/12/25,1972,مجلس شورای ملی,1272,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تمديد_مهلت_تبديل_شركتهاي_سهامي_به_انواع_شركتهاي_تجارتي_قانوني_14022374723445414113.txt,law
7,دام,5deb20f7ec3e,general_laws,قانون راجع باجازه استخدام سه نفر كارشناس خارجي براي برج مراقبت فرودگاه مهرآباد,1338/10/23,1960,مجلس شورای ملی,2057,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_باجازه_استخدام_سه_نفر_كارشناس_خارجي_براي_برج_مراقبت_فرودگاه_مهرآباد_13429105338352534570.txt,law
7,کار,e5a7337a2dac,general_laws,قانون راجع باجازۀ تأسیس کارخانه تهیه و ساخت سموم مربوط بدفع افات [آفات] نباتی با اصلاحات و الحاقات بعدی,1343/03/04,1964,مجلس شورای ملی,1831,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/13563621254765059497_13563621254765059497.txt,law
7,بهره,a4084e43225a,general_laws,قانون منع دريافت خسارات و جرائم و بهره مندرج در قانون تأمين اجتماعي,1361/04/13,1982,مجلس شورای اسلامی,4350,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_منع_دريافت_خسارات_و_جرائم_و_بهره_مندرج_در_قانون_تأمين_اجتماعي_3965742669471387114.txt,law
7,اعتبار,fa377927f790,general_laws,قانون تسري امتيازات خاص بانكها به مؤسسات اعتباري غيربانكي مجاز,1381/01/27,2002,مجلس شورای اسلامی,1202,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تسري_امتيازات_خاص_بانكها_به_مؤسسات_اعتباري_غيربانكي_مجاز_6908553895766795818.txt,law
7,دام,f2209bdf31ee,general_laws,لايحه قانوني مجازات اخلال در امر كشاورزي و دامداري,1358/09/19,1979,شورای انقلاب جمهوری اسلامی ایران,2743,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_مجازات_اخلال_در_امر_كشاورزي_و_دامداري_9885786691360027075.txt,other
7,اعتبار|بودجه,43ed4d6d71f5,general_laws,قانون اجازه نقل و انتقال اعتبارات بودجه 1309 وزارت ماليه بوزير فعلي ماليه,1309/07/20,1930,مجلس شورای ملی,1627,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_نقل_و_انتقال_اعتبارات_بودجه_1309_وزارت_ماليه_بوزير_فعلي_ماليه_171003820559652119.txt,law
7,بودجه,d0713f63d199,general_laws,تصميم متخذه راجع ببودجه اختصاصي 50 درصد اضافه درآمد ثبت در سال 40,1343/08/16,1964,کمیسیون بودجه مجلس شورای ملی,2185,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_متخذه_راجع_ببودجه_اختصاصي_50_درصد_اضافه_درآمد_ثبت_در_سال_40_4231853349842734867.txt,other
7,دام,36713698845e,general_laws,قانون اجازه استخدام عده  از اتباع امريكا براي كارمندي ادارات دارائي,1322/08/01,1943,مجلس شورای ملی,3501,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_عده__از_اتباع_امريكا_براي_كارمندي_ادارات_دارائي_14335614542536374049.txt,law
7,اعتبار,d9307f232cd3,general_laws,اعتبار سنوات آتي طرح ساختمان سد خداآفرين,1356/09/12,1977,کمیسیون بودجه مجلس شورای ملی,1197,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اعتبار_سنوات_آتي_طرح_ساختمان_سد_خداآفرين_2324493903739652530.txt,other
7,تعرفه,bd677ec1d568,general_laws,قانون اصلاح ماده 3 قانون راجع به ترجمه ا ... تر رسمي مصوب 1316 و الحاق چند ماده به آن,1376/04/29,1997,و الحاق چند ماده به آن,3332,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده_3_قانون_راجع_به_ترجمه_ا_..._تر_رسمي_مصوب_1316_و_الحاق_چند_ماده_به_آن_5515066052893733312.txt,law
7,دام|کار,cd21a5d1ce36,general_laws,منتفی بودن لایحه مربوط به استخدام کارمند جهت سازمان برنامه بجای کسانی که بازنشسته و یا برکنار شده‌اند به شماره ۸۹۲۲ بتاریخ ۶ ر ۶ ر ۱۳۴۲ با اصلاحات و الحاقات بعدی,1344/10/13,1966,مجلس شورای ملی,1884,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/3149350093201407784_3149350093201407784.txt,other
7,بودجه,0e6936b67a49,general_laws,تصميم متخذه كميسيون بودجه مجلس شوراي ملي ... ه سال 1345 انستيتو خواربار و تغذيه ايران,1346/02/06,1967,مجلس شورای ملی,1483,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_متخذه_كميسيون_بودجه_مجلس_شوراي_ملي_..._ه_سال_1345_انستيتو_خواربار_و_تغذيه_ايران_8977860591459495852.txt,other
7,بودجه,220e2afb62ed,general_laws,اصلاح بودجه سال 1354 وزارت علوم و آموزش عالي,1354/12/19,1976,کمیسیون بودجه مجلس شورای ملی,1614,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اصلاح_بودجه_سال_1354_وزارت_علوم_و_آموزش_عالي_840695016305957104.txt,other
7,ارز,f5ac19f603f6,general_laws,قانون راجع به اجازه خريد لوازم مورد نياز ... ر شوروي اعزامي بايران براي مبارزه با ملخ,1343/08/18,1964,مجلس شورای ملی,1394,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_اجازه_خريد_لوازم_مورد_نياز_..._ر_شوروي_اعزامي_بايران_براي_مبارزه_با_ملخ_8893254620069084819.txt,law
7,برق,47a25d29f37e,general_laws,قانون برقراري حقوق وظيفه و مستمري نمايند ... سوانح ناشي از مسئوليتهاي خطير نمايندگاني,1365/04/19,1986,مجلس شورای اسلامی,4374,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_برقراري_حقوق_وظيفه_و_مستمري_نمايند_..._سوانح_ناشي_از_مسئوليتهاي_خطير_نمايندگاني_6991123363019961846.txt,law
7,دام,8636abc5a98b,general_laws,قانون تعيين وضعيت استخدامي شوراي عالي انقلاب فرهنگي,1375/11/07,1997,مجلس شورای اسلامی,2882,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعيين_وضعيت_استخدامي_شوراي_عالي_انقلاب_فرهنگي_4934829272073730494.txt,law
7,دام,d2bb94ba9337,general_laws,قانون مقررات اداري و استخدامي ستاد مركزي هيأتهاي هفت نفره واگذاري و احياء اراضي,1370/05/06,1991,مجلس شورای اسلامی,1895,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مقررات_اداري_و_استخدامي_ستاد_مركزي_هيأتهاي_هفت_نفره_واگذاري_و_احياء_اراضي_16636964177580890137.txt,law
7,دام,6d2e722d37c4,general_laws,قانون اجازه استخدام متخصص بانك از اتباع مملكت سويس يا آلمان براي مدت سه سال,1306/08/11,1927,مجلس شورای ملی,1837,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_استخدام_متخصص_بانك_از_اتباع_مملكت_سويس_يا_آلمان_براي_مدت_سه_سال_2894710716883524573.txt,law
7,دام,46edb9864867,general_laws,قانون مقررات استخدامي نهضت سوادآموزي جمهوري اسلامي ايران,1367/06/13,1988,مجلس شورای اسلامی,21136,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مقررات_استخدامي_نهضت_سوادآموزي_جمهوري_اسلامي_ايران_4119458307604475754.txt,law
7,اعتبار,b5da2c082072,general_laws,قانون تحصيل اعتبار جهت تقويت نيروهاي دفاعي كشور,1348/09/10,1969,مجلس شورای ملی,1405,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تحصيل_اعتبار_جهت_تقويت_نيروهاي_دفاعي_كشور_12635076238355545557.txt,law
7,بورس,2a841a52d2b3,general_laws,قانون موافقتنامه همكاريهاي فرهنگي ، آموزشي و علمي بين دولت جمهوري اسلامي ايران و دولت كنيا,1371/05/13,1992,مجلس شورای اسلامی,4757,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_همكاريهاي_فرهنگي_،_آموزشي_و_علمي_بين_دولت_جمهوري_اسلامي_ايران_و_دولت_كنيا_17581467755903687831.txt,law
7,اعتبار|بودجه,343900b3e373,general_laws,تصميم متخذه كميسيون بودجه مجلس شوراي ملي ... ح اعتبارات مصوب بودجه سال 1346 وزارت جنگ,1346/10/11,1968,بودجه سال ۱۳۴۶ وزارت جنگ,1942,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_متخذه_كميسيون_بودجه_مجلس_شوراي_ملي_..._ح_اعتبارات_مصوب_بودجه_سال_1346_وزارت_جنگ_12911804489514116522.txt,other
7,تعرفه|دام,a37f2e61fe1b,general_laws,قانون الحاق ماده واحده بقانون استخدام ار ... ده بقانون استخدام نيروهاي مسلح شاهنشاهي,1345/04/28,1966,مجلس شورای ملی,1482,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الحاق_ماده_واحده_بقانون_استخدام_ار_..._ده_بقانون_استخدام_نيروهاي_مسلح_شاهنشاهي__11657568979503469815.txt,law
7,بورس,fedd6127ff07,general_laws,اعزام بورسيه به خارج از كشور در رشته هاي علوم انساني,1364/05/29,1985,شورای عالی انقلاب فرهنگی,833,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اعزام_بورسيه_به_خارج_از_كشور_در_رشته_هاي_علوم_انساني_6423230114613567024.txt,other
7,بودجه,7fad012e9ab4,general_laws,لايحه قانوني متمم بودجه سال 1357كل كشور,1357/12/16,1979,شورای انقلاب جمهوری اسلامی ایران,1810,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_متمم_بودجه_سال_1357كل_كشور_7259937892020362955.txt,other
7,بودجه,57b89a163ca0,general_laws,قانون بودجه سال 1352 مجلس شوراي ملي,1351/11/29,1973,مجلس شورای ملی,1638,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1352_مجلس_شوراي_ملي_14769924921309075757.txt,law
7,بودجه,21b754203fc8,general_laws,تصميم متخذه كميسيون بودجه دائر باصلاح بودجه سال 1347 همكاريهاي عمران منطقه اي,1347/11/05,1969,کمیسیون بودجه مجلس شورای ملی,1139,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_متخذه_كميسيون_بودجه_دائر_باصلاح_بودجه_سال_1347_همكاريهاي_عمران_منطقه_اي_12766109860601168060.txt,other
7,تعرفه,a733dafc2dc4,general_laws,قانون همه  پرسي در جمهوري اسلامي ايران,1368/04/04,1989,مجلس شورای اسلامی,12687,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_همه__پرسي_در_جمهوري_اسلامي_ايران_11202449982076584168.txt,law
7,تعرفه,b847c498791f,general_laws,قانون راجع به لفاف بندي براي حمل امانات پستي,1360/11/15,1982,مجلس شورای اسلامی,1136,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_لفاف_بندي_براي_حمل_امانات_پستي_5569005835919995313.txt,law
7,دام,ede633a89d2a,general_laws,قانون استخدام كشوري,1345/03/31,1966,کمیسیون مشترک مجلسین,211550,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_استخدام_كشوري_8454856239496135711.txt,law
7,وام,4a008435edb9,general_laws,تصميم قانوني دائر بابراز راي اعتماد به كابينه آقاي احمد قوام نخست وزير,1321/05/22,1942,مجلس شورای ملی,5774,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_قانوني_دائر_بابراز_راي_اعتماد_به_كابينه_آقاي_احمد_قوام_نخست_وزير_3182295982558154730.txt,other
