chart_id,title,category,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status
wdi__TX.VAL.SERV.CD,Commercial service exports (current US$),Trade (Exports),wdi,,1,TX.VAL.SERV.CD.WT,new
wdi__DT.TDS.DPPF.XP,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)",External Debt,wdi,,1,DT.TDS.DPPF.XP.ZS,new
wdi__SE.ADT.1524.LT.MA,"Literacy rate, youth male (% of males ages 15-24)",Education,wdi,,1,SE.ADT.1524.LT.MA.ZS,new
wdi__EN.POP,Population density (people per sq. km of land area),Environment,wdi,,1,EN.POP.DNST,new
wdi__IT.NET.USER.MA,"Individuals using the Internet, male (% of male population)",Infrastructure & Technology,wdi,,1,IT.NET.USER.MA.ZS,new
wdi__SP.POP.80UP.MA,"Population ages 80 and above, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.80UP.MA.5Y,new
wdi__DC.DAC.CHEL,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.CHEL.CD,new
wdi__SE.PRM.GINT,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",Education,wdi,,1,SE.PRM.GINT.ZS,new
wdi__SP.UWT,Unmet need for contraception (% of married women ages 15-49),Demographics & Population,wdi,,1,SP.UWT.TFRT,new
wdi__SH.XPD.PVTD.PC,Domestic private health expenditure per capita (current US$),Health,wdi,,1,SH.XPD.PVTD.PC.CD,new
wdi__NY.ADJ.DRES.GN,Adjusted savings: natural resources depletion (% of GNI),Macro / National Accounts,wdi,,1,NY.ADJ.DRES.GN.ZS,new
wdi__SE.TER.CUAT.MS.MA,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",Education,wdi,,1,SE.TER.CUAT.MS.MA.ZS,new
wdi__IT.NET.BBND,Fixed broadband subscriptions (per 100 people),Infrastructure & Technology,wdi,,1,IT.NET.BBND.P2,new
wdi__DC.DAC.BELL,"Net bilateral aid flows from DAC donors, Belgium (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.BELL.CD,new
wdi__EN.GHG.CO2.IP.MT.CE,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Environment,wdi,,1,EN.GHG.CO2.IP.MT.CE.AR5,new
wdi__BM.GSR.MRCH,"Goods imports (BoP, current US$)",Balance of Payments (Payments),wdi,,1,BM.GSR.MRCH.CD,new
wdi__ST.INT.TRNR,"International tourism, receipts for passenger transport items (current US$)",Tourism & Trade Services,wdi,,1,ST.INT.TRNR.CD,new
wdi__SL.TLF.ADVN.MA,"Labor force with advanced education, male (% of male working-age population with advanced education)",Labor & Employment,wdi,,1,SL.TLF.ADVN.MA.ZS,new
"faostat__Almonds, in shell__production","Almonds, in shell — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Almonds, in shell",new
"faostat__Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw__production","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",new
faostat__Apples__production,"Apples — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Apples,new
faostat__Apricots__production,"Apricots — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Apricots,new
faostat__Artichokes__production,"Artichokes — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Artichokes,new
faostat__Asparagus__production,"Asparagus — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Asparagus,new
faostat__Asses__production,"Asses — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Asses,new
faostat__Bananas__production,"Bananas — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Bananas,new
faostat__Barley__production,"Barley — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Barley,new
"faostat__Beans, dry__production","Beans, dry — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Beans, dry",new
"faostat__Beef and Buffalo Meat, primary__production","Beef and Buffalo Meat, primary — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Beef and Buffalo Meat, primary",new
"faostat__Beer of barley, malted__production","Beer of barley, malted — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Beer of barley, malted",new
faostat__Bees__production,"Bees — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Bees,new
"faostat__Broad beans and horse beans, dry__production","Broad beans and horse beans, dry — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Broad beans and horse beans, dry",new
"faostat__Broad beans and horse beans, green__production","Broad beans and horse beans, green — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Broad beans and horse beans, green",new
faostat__Buffalo__production,"Buffalo — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Buffalo,new
"faostat__Buffalo fat, unrendered__production","Buffalo fat, unrendered — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Buffalo fat, unrendered",new
faostat__Butter and Ghee__production,"Butter and Ghee — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Butter and Ghee,new
faostat__Butter and ghee of sheep milk__production,"Butter and ghee of sheep milk — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Butter and ghee of sheep milk,new
faostat__Butter of cow milk__production,"Butter of cow milk — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Butter of cow milk,new
"faostat__Buttermilk, dry__production","Buttermilk, dry — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Buttermilk, dry",new
faostat__Cabbages__production,"Cabbages — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cabbages,new
faostat__Camels__production,"Camels — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Camels,new
faostat__Cantaloupes and other melons__production,"Cantaloupes and other melons — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cantaloupes and other melons,new
faostat__Carrots and turnips__production,"Carrots and turnips — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Carrots and turnips,new
faostat__Castor oil seeds__production,"Castor oil seeds — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Castor oil seeds,new
faostat__Cattle__production,"Cattle — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cattle,new
faostat__Cattle and Buffaloes__production,"Cattle and Buffaloes — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cattle and Buffaloes,new
"faostat__Cattle fat, unrendered__production","Cattle fat, unrendered — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Cattle fat, unrendered",new
faostat__Cauliflowers and broccoli__production,"Cauliflowers and broccoli — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cauliflowers and broccoli,new
"faostat__Cereals, primary__production","Cereals, primary — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Cereals, primary",new
faostat__Cheese (All Kinds)__production,"Cheese (All Kinds) — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cheese (All Kinds),new
"faostat__Cheese from milk of goats, fresh or processed__production","Cheese from milk of goats, fresh or processed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Cheese from milk of goats, fresh or processed",new
"faostat__Cheese from milk of sheep, fresh or processed__production","Cheese from milk of sheep, fresh or processed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Cheese from milk of sheep, fresh or processed",new
faostat__Cheese from skimmed cow milk__production,"Cheese from skimmed cow milk — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cheese from skimmed cow milk,new
faostat__Cheese from whole cow milk__production,"Cheese from whole cow milk — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cheese from whole cow milk,new
faostat__Cherries__production,"Cherries — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cherries,new
"faostat__Chick peas, dry__production","Chick peas, dry — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Chick peas, dry",new
faostat__Chickens__production,"Chickens — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Chickens,new
"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",new
"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production","Chillies and peppers, green (Capsicum spp. and Pimenta spp.) — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",new
"faostat__Citrus Fruit, Total__production","Citrus Fruit, Total — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Citrus Fruit, Total",new
"faostat__Cotton lint, ginned__production","Cotton lint, ginned — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Cotton lint, ginned",new
faostat__Cotton seed__production,"Cotton seed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cotton seed,new
faostat__Cottonseed oil__production,"Cottonseed oil — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cottonseed oil,new
"faostat__Cream, fresh__production","Cream, fresh — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Cream, fresh",new
faostat__Cucumbers and gherkins__production,"Cucumbers and gherkins — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Cucumbers and gherkins,new
faostat__Dates__production,"Dates — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Dates,new
faostat__Ducks__production,"Ducks — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Ducks,new
"faostat__Edible offal of buffalo, fresh, chilled or frozen__production","Edible offal of buffalo, fresh, chilled or frozen — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Edible offal of buffalo, fresh, chilled or frozen",new
"faostat__Edible offal of cattle, fresh, chilled or frozen__production","Edible offal of cattle, fresh, chilled or frozen — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Edible offal of cattle, fresh, chilled or frozen",new
"faostat__Edible offal of goat, fresh, chilled or frozen__production","Edible offal of goat, fresh, chilled or frozen — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Edible offal of goat, fresh, chilled or frozen",new
"faostat__Edible offal of pigs, fresh, chilled or frozen__production","Edible offal of pigs, fresh, chilled or frozen — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Edible offal of pigs, fresh, chilled or frozen",new
"faostat__Edible offal of sheep, fresh, chilled or frozen__production","Edible offal of sheep, fresh, chilled or frozen — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Edible offal of sheep, fresh, chilled or frozen",new
"faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production","Edible offals of camels and other camelids, fresh, chilled or frozen — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Edible offals of camels and other camelids, fresh, chilled or frozen",new
faostat__Eggplants (aubergines)__production,"Eggplants (aubergines) — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Eggplants (aubergines),new
faostat__Eggs Primary__production,"Eggs Primary — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Eggs Primary,new
faostat__Evaporated & Condensed Milk__production,"Evaporated & Condensed Milk — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Evaporated & Condensed Milk,new
faostat__Fat of camels__production,"Fat of camels — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Fat of camels,new
faostat__Fat of pigs__production,"Fat of pigs — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Fat of pigs,new
"faostat__Fibre Crops, Fibre Equivalent__production","Fibre Crops, Fibre Equivalent — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Fibre Crops, Fibre Equivalent",new
faostat__Figs__production,"Figs — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Figs,new
faostat__Fruit Primary__production,"Fruit Primary — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Fruit Primary,new
"faostat__Game meat, fresh, chilled or frozen__production","Game meat, fresh, chilled or frozen — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Game meat, fresh, chilled or frozen",new
faostat__Geese__production,"Geese — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Geese,new
"faostat__Goat fat, unrendered__production","Goat fat, unrendered — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Goat fat, unrendered",new
faostat__Goats__production,"Goats — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Goats,new
faostat__Grapes__production,"Grapes — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Grapes,new
faostat__Green garlic__production,"Green garlic — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Green garlic,new
"faostat__Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg__production","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",new
"faostat__Groundnuts, excluding shelled__production","Groundnuts, excluding shelled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Groundnuts, excluding shelled",new
"faostat__Hazelnuts, in shell__production","Hazelnuts, in shell — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Hazelnuts, in shell",new
faostat__Hempseed__production,"Hempseed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Hempseed,new
"faostat__Hen eggs in shell, fresh__production","Hen eggs in shell, fresh — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Hen eggs in shell, fresh",new
faostat__Horses__production,"Horses — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Horses,new
"faostat__Jute, raw or retted__production","Jute, raw or retted — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Jute, raw or retted",new
faostat__Kiwi fruit__production,"Kiwi fruit — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Kiwi fruit,new
faostat__Leeks and other alliaceous vegetables__production,"Leeks and other alliaceous vegetables — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Leeks and other alliaceous vegetables,new
faostat__Lemons and limes__production,"Lemons and limes — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Lemons and limes,new
"faostat__Lentils, dry__production","Lentils, dry — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Lentils, dry",new
faostat__Lettuce and chicory__production,"Lettuce and chicory — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Lettuce and chicory,new
faostat__Linseed__production,"Linseed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Linseed,new
faostat__Maize (corn)__production,"Maize (corn) — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Maize (corn),new
"faostat__Mangoes, guavas and mangosteens__production","Mangoes, guavas and mangosteens — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Mangoes, guavas and mangosteens",new
faostat__Margarine and shortening__production,"Margarine and shortening — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Margarine and shortening,new
"faostat__Meat of buffalo, fresh or chilled__production","Meat of buffalo, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of buffalo, fresh or chilled",new
"faostat__Meat of camels, fresh or chilled__production","Meat of camels, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of camels, fresh or chilled",new
"faostat__Meat of cattle with the bone, fresh or chilled__production","Meat of cattle with the bone, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of cattle with the bone, fresh or chilled",new
"faostat__Meat of chickens, fresh or chilled__production","Meat of chickens, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of chickens, fresh or chilled",new
"faostat__Meat of ducks, fresh or chilled__production","Meat of ducks, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of ducks, fresh or chilled",new
"faostat__Meat of geese, fresh or chilled__production","Meat of geese, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of geese, fresh or chilled",new
"faostat__Meat of goat, fresh or chilled__production","Meat of goat, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of goat, fresh or chilled",new
"faostat__Meat of pig with the bone, fresh or chilled__production","Meat of pig with the bone, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of pig with the bone, fresh or chilled",new
"faostat__Meat of sheep, fresh or chilled__production","Meat of sheep, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of sheep, fresh or chilled",new
"faostat__Meat of turkeys, fresh or chilled__production","Meat of turkeys, fresh or chilled — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat of turkeys, fresh or chilled",new
"faostat__Meat, Poultry__production","Meat, Poultry — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat, Poultry",new
"faostat__Meat, Total__production","Meat, Total — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Meat, Total",new
faostat__Melonseed__production,"Melonseed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Melonseed,new
"faostat__Milk, Total__production","Milk, Total — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Milk, Total",new
faostat__Millet__production,"Millet — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Millet,new
faostat__Molasses__production,"Molasses — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Molasses,new
faostat__Mules and hinnies__production,"Mules and hinnies — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Mules and hinnies,new
faostat__Mushrooms and truffles__production,"Mushrooms and truffles — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Mushrooms and truffles,new
faostat__Mustard seed__production,"Mustard seed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Mustard seed,new
faostat__Natural honey__production,"Natural honey — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Natural honey,new
faostat__Oil of linseed__production,"Oil of linseed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Oil of linseed,new
faostat__Oil of sesame seed__production,"Oil of sesame seed — Production, Area & Yield",Agriculture Production,faostat-qcl,,,Oil of sesame seed,new
"faostat__Oilcrops, Cake Equivalent__production","Oilcrops, Cake Equivalent — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Oilcrops, Cake Equivalent",new
"faostat__Oilcrops, Oil Equivalent__production","Oilcrops, Oil Equivalent — Production, Area & Yield",Agriculture Production,faostat-qcl,,,"Oilcrops, Oil Equivalent",new
