chart_id,title,title_fa,category,category_fa,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status,extends_chart_id,merged_into,time_range,notes,citations_json
"faostat__Edible offal of sheep, fresh, chilled or frozen__production","Edible offal of sheep, fresh, chilled or frozen",تولید، سطح زیر کشت و عملکرد احشای خوراکی گوسفند، تازه، سردکرده یا منجمد,Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Edible offal of sheep, fresh, chilled or frozen",new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Edible offal of sheep, fresh, chilled or frozen__production__producing_animals_slaughtered, faostat__Edible offal of sheep, fresh, chilled or frozen__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of sheep, fresh, chilled or frozen__production__producing_animals_slaughtered","Edible offal of sheep, fresh, chilled or frozen, producing animals/slaughtered (An)",دام‌های کشتارشده احشای خوراکی گوسفند، تازه، سردکرده یا منجمد (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,"faostat__Edible offal of sheep, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of sheep, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of sheep, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offal of sheep, fresh, chilled or frozen__production__production","Edible offal of sheep, fresh, chilled or frozen, production (t)",تولید احشای خوراکی گوسفند، تازه، سردکرده یا منجمد (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Edible offal of sheep, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offal of sheep, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offal of sheep, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production","Edible offals of camels and other camelids, fresh, chilled or frozen",تولید، سطح زیر کشت و عملکرد احشای خوراکی شتر و سایر شتریان، تازه، سردکرده یا منجمد,Agriculture Production,تولید کشاورزی,faostat-qcl,,,"Edible offals of camels and other camelids, fresh, chilled or frozen",new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production__producing_animals_slaughtered, faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production__producing_animals_slaughtered","Edible offals of camels and other camelids, fresh, chilled or frozen, producing animals/slaughtered (An)",دام‌های کشتارشده احشای خوراکی شتر و سایر شتریان، تازه، سردکرده یا منجمد (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,"faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
"faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production__production","Edible offals of camels and other camelids, fresh, chilled or frozen, production (t)",تولید احشای خوراکی شتر و سایر شتریان، تازه، سردکرده یا منجمد (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,"faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production",1961-2024,"Split from faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production as a variant","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggplants (aubergines)__production,Eggplants (aubergines),تولید، سطح زیر کشت و عملکرد بادمجان,Agriculture Production,تولید کشاورزی,faostat-qcl,,,Eggplants (aubergines),new,,,,"2026-07-14 quality audit: split into 3 measure charts (faostat__Eggplants (aubergines)__production__area_harvested, faostat__Eggplants (aubergines)__production__production, faostat__Eggplants (aubergines)__production__yield) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggplants (aubergines)__production__area_harvested,"Eggplants (aubergines), area harvested (ha)",سطح زیر کشت بادمجان (هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Area harvested,merged,,faostat__Eggplants (aubergines)__production,1961-2024,Split from faostat__Eggplants (aubergines)__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Eggplants (aubergines)__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggplants (aubergines)__production__production,"Eggplants (aubergines), production (t)",تولید بادمجان (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,faostat__Eggplants (aubergines)__production,1961-2024,Split from faostat__Eggplants (aubergines)__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Eggplants (aubergines)__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggplants (aubergines)__production__yield,"Eggplants (aubergines), yield (kg/ha)",عملکرد بادمجان (کیلوگرم بر هکتار),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Yield,merged,,faostat__Eggplants (aubergines)__production,1961-2024,Split from faostat__Eggplants (aubergines)__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Eggplants (aubergines)__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggs Primary__production,Eggs Primary,تولید، سطح زیر کشت و عملکرد تخم‌مرغ، اولیه,Agriculture Production,تولید کشاورزی,faostat-qcl,,,Eggs Primary,new,,,,"2026-07-14 quality audit: split into 3 measure charts (faostat__Eggs Primary__production__laying, faostat__Eggs Primary__production__production, faostat__Eggs Primary__production__yield_carcass_weight) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggs Primary__production__laying,"Eggs Primary, laying (1000 An)",مرغان تخم‌گذار تخم‌مرغ، اولیه (هزار رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Laying,merged,,faostat__Eggs Primary__production,1961-2024,Split from faostat__Eggs Primary__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Eggs Primary__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggs Primary__production__production,"Eggs Primary, production (t)",تولید تخم‌مرغ، اولیه (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,faostat__Eggs Primary__production,1961-2024,Split from faostat__Eggs Primary__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Eggs Primary__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Eggs Primary__production__yield_carcass_weight,"Eggs Primary, yield/carcass weight (g/An)",وزن لاشه تخم‌مرغ، اولیه (گرم بر رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Yield/Carcass Weight,merged,,faostat__Eggs Primary__production,1961-2024,Split from faostat__Eggs Primary__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Eggs Primary__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Evaporated & Condensed Milk__production,Evaporated & Condensed Milk,تولید شیر تبخیرشده و غلیظ‌شده (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,,Evaporated & Condensed Milk,new,,,,,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Fat of camels__production,Fat of camels,تولید، سطح زیر کشت و عملکرد چربی شتر,Agriculture Production,تولید کشاورزی,faostat-qcl,,,Fat of camels,new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Fat of camels__production__producing_animals_slaughtered, faostat__Fat of camels__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Fat of camels__production__producing_animals_slaughtered,"Fat of camels, producing animals/slaughtered (An)",دام‌های کشتارشده چربی شتر (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,faostat__Fat of camels__production,1961-2024,Split from faostat__Fat of camels__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Fat of camels__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Fat of camels__production__production,"Fat of camels, production (t)",تولید چربی شتر (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,faostat__Fat of camels__production,1961-2024,Split from faostat__Fat of camels__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Fat of camels__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Fat of pigs__production,Fat of pigs,تولید، سطح زیر کشت و عملکرد چربی خوک,Agriculture Production,تولید کشاورزی,faostat-qcl,,,Fat of pigs,new,,,,"2026-07-14 quality audit: split into 2 measure charts (faostat__Fat of pigs__production__producing_animals_slaughtered, faostat__Fat of pigs__production__production) || 2026-07-14 recombine FAOSTAT production split: parent restored; sub-measures are variants","[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Fat of pigs__production__producing_animals_slaughtered,"Fat of pigs, producing animals/slaughtered (An)",دام‌های کشتارشده چربی خوک (رأس),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Producing Animals/Slaughtered,merged,,faostat__Fat of pigs__production,1961-2024,Split from faostat__Fat of pigs__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Fat of pigs__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
faostat__Fat of pigs__production__production,"Fat of pigs, production (t)",تولید چربی خوک (تن),Agriculture Production,تولید کشاورزی,faostat-qcl,,1,qcl:Production,merged,,faostat__Fat of pigs__production,1961-2024,Split from faostat__Fat of pigs__production by 2026-07-14 quality audit || 2026-07-14 recombine FAOSTAT production split: folded back into faostat__Fat of pigs__production as a variant,"[{""source_org"": ""FAO, FAOSTAT"", ""source_url"": ""https://www.fao.org/faostat/en/#data/QCL"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
