law_id,importance,domains,why,year,title_fa,path
cd76e3e94fb2,moderate,mining,"Regulation on mine license conformity/adaptation, affecting mining sector output and licensing.",1984,آيين نامه تطبيق معادن,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آيين_نامه_تطبيق_معادن_12107396744347615741.txt
7f078242731a,moderate,mining,"Implementing bylaw for amended Mining Law provision, a real instrument affecting mining activity.",2015,آيين نامه اجرايي تبصره  2  ماده  3  قانون اصلاح قانون معادن,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره__2__ماده__3__قانون_اصلاح_قانون_معادن_5978875824866264353.txt
ceec946a088e,moderate,customs_trade,"Amendment to export/import regulations bylaw, directly affecting trade flows.",1988,اضافه گرديدن عبارتي بعنوان ملاحظات رديف  ...  آئين نامه اجرايي مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اضافه_گرديدن_عبارتي_بعنوان_ملاحظات_رديف__...__آئين_نامه_اجرايي_مقررات_صادرات_و_واردات_7926178366549603354.txt
35ea36d37974,moderate,customs_trade,"Amendment to export/import regulations bylaw (1368), affecting tariff/trade classification.",1990,اصلاح عبارتي متن بند  الف  ملاحظات رديفه ... ي قانون مقررات صادرات و واردات  سال 1368,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_عبارتي_متن_بند__الف__ملاحظات_رديفه_..._ي_قانون_مقررات_صادرات_و_واردات__سال_1368_6953720305833545832.txt
6a581d32eb10,moderate,customs_trade,Court ruling annuls part of the export/import regulations implementing bylaw.,2014,رأي شماره هاي 1420 الي 1422 هيأت عمومي د ... نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_1420_الي_1422_هيأت_عمومي_د_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_4216931309884591442.txt
db48db223a24,minor,customs_trade,"Ruling on Red Crescent duty charged on imported goods, a small import levy.",1990,منتفي بودن درخواست ابطال بخشنامه 2572 14 ...  و حق هلال احمر از كليه كالاهاي و ارداتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/منتفي_بودن_درخواست_ابطال_بخشنامه_2572_14_...__و_حق_هلال_احمر_از_كليه_كالاهاي_و_ارداتي_2205497183584910168.txt
0aaeea89925f,moderate,budget_fiscal,"Sets tariffs/fees under the state financial regulations law (Article 24), a real fee instrument.",2012,تعيين تعرفه هاي موضوع ماده  24  قانون تنظيم بخشي از مقررات مالي دولت,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تعيين_تعرفه_هاي_موضوع_ماده__24__قانون_تنظيم_بخشي_از_مقررات_مالي_دولت_12417985703521572018.txt
7006b507b912,minor,budget_fiscal,"Implementing bylaw for law on improving the financial system, a fiscal-management instrument.",2015,آيين نامه اجرايي بند  ب  ماده  2  قانون  ... ير و ارتقاي نظام مالي كشور - مصوب 1394 -,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ب__ماده__2__قانون__..._ير_و_ارتقاي_نظام_مالي_كشور_-_مصوب_1394_-_16895921187314451702.txt
6d79e36c3027,minor,budget_fiscal,"Directive on transfer/acceptance of Islamic treasury bonds (اسناد خزانه اسلامي), a debt-instrument mechanism.",2022,رای شماره ۳۰۴۵ هیات عمومی دیوان عدالت اداری با موضوع ابطال قسمتی از عبارت مندرج در بند ۱۸ - ۱ دستورالعمل نحوه ارسال اطلاعات لازم برای واگذاری و پذیرش اسناد خزانه اسلامی دستگاه‌های اجرایی محلی و دستگاه‌های متمرکز مستقر در استان صادره توسط وزارت امور اقتصادی و دارایی با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/2042186088770006183_2042186088770006183.txt
8bb5f79e431c,moderate,agriculture,"Supreme Court unified ruling on landlord-tenant/farmer relations in agriculture, affecting land tenure and farm output incentives.",1968,رأي و حدت  رو يه شماره 112 ديوان عالي كش ... ين مالك و زارع در امور مربوط به كشاو رزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/رأي_و_حدت__رو_يه_شماره_112_ديوان_عالي_كش_..._ين_مالك_و_زارع_در_امور_مربوط_به_كشاو_رزي_16665408293558882390.txt
6cee061b4130,moderate,agriculture|prices,"Ruling concerning the wheat/flour/bread workgroup, touching a price-controlled staple commodity chain.",2020,راي شماره 535 هيات عمومي ديوان عدالت ادا ...  24 كارگروه گندم، آرد و نان استان گلستان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_535_هيات_عمومي_ديوان_عدالت_ادا_...__24_كارگروه_گندم،_آرد_و_نان_استان_گلستان_14563342288231005407.txt
f32272f90e82,minor,agriculture,Ruling on land allocation for agricultural exploitation projects.,1995,رأي شماره 20 هيئت عمومي ديوان عدالت ادار ... ين بمنظور بهره برداري در طرحهاي كشاو رزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_20_هيئت_عمومي_ديوان_عدالت_ادار_..._ين_بمنظور_بهره_برداري_در_طرحهاي_كشاو_رزي_9869402284219630695.txt
e8da3c0a3432,minor,agriculture|housing,"Annuls circular on seizure of fallow land within private ownership boundaries, affecting land-asset rights.",1998,رأی شماره ۱۸۵ هیئت عمومی دیوان عدالت اداری درخصوص ابطال ماده (۶) بخشنامه شماره ۰۲۷ / ۵۳ / ۵۶۱۴ مورخ ۲۸ / ۲ / ۱۳۷۳ سازمان امور اراضی درخصوص تملک اراضی بایر واقع در محدوده مالکیت اشخاص,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/5647098580628538476_5647098580628538476.txt
e1356aa3f952,moderate,housing,"Ruling on housing production and supply regulation (توليد و عرضه مسكن), a housing-market policy instrument.",2011,رأي ﺷﻤﺎره 1398 ﻫﯿﺄت ﻋﻤﻮﻣﯽ دﯾﻮان ﻋﺪاﻟﺖ اد ... د و عرضه مسكن مصوب 1390 4 27 هيأت وزيران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_ﺷﻤﺎره_1398_ﻫﯿﺄت_ﻋﻤﻮﻣﯽ_دﯾﻮان_ﻋﺪاﻟﺖ_اد_..._د_و_عرضه_مسكن_مصوب_1390_4_27_هيأت_وزيران_12663656426674274074.txt
43fdb8bec998,minor,prices,"Ruling on fixed telephone tariff (آبونمان) rate-setting, a regulated-price matter.",2017,رأي شماره 49 هيأت عمومي ديوان عدالت ادار ... قابت مبني بر تعيين نرخ آبونمان تلفن ثابت,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_49_هيأت_عمومي_ديوان_عدالت_ادار_..._قابت_مبني_بر_تعيين_نرخ_آبونمان_تلفن_ثابت_4902013464707344917.txt
145779e8047d,minor,prices,"Ruling on telephone call rate increase under a budget law provision, a regulated tariff case.",1991,عدم مغايرت افزايش نرخ مكالمه تلفن با قان ... وب 125 و بند ج تبصره 67 قانون بودجه 1363,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/عدم_مغايرت_افزايش_نرخ_مكالمه_تلفن_با_قان_..._وب_125_و_بند_ج_تبصره_67_قانون_بودجه_1363_14940316856029996709.txt
bf8d730618c0,moderate,banking_money,"Central Bank ruling (annulment/suspension of a Central Bank regulation), touching monetary/banking rules.",2019,رأي شماره 2620 هيأت عمومي ديوان عدالت اد ... 1397 5 20 بانك مركزي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_2620_هيأت_عمومي_ديوان_عدالت_اد_..._1397_5_20_بانك_مركزي_جمهوري_اسلامي_ايران_11174485297849682534.txt
be64c8483f4d,minor,fx|banking_money,Ruling on foreign-exchange rate differentials applied to financial facilities/loans.,2019,رأي شماره 2895 هيأت عمومي ديوان عدالت اد ... امه 9253- 1390 07 09 سازمان امور مالياتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_2895_هيأت_عمومي_ديوان_عدالت_اد_..._امه_9253-_1390_07_09_سازمان_امور_مالياتي_2767137323571069390.txt
5268cd7cdd3c,minor,fx|banking_money,"Ruling on foreign-currency charges for extended facilities/loans, an FX-cost instrument.",2019,رأي شماره 67 هيأت عمومي ديوان عدالت ادار ... ارجي بابت تسهيلات مالي و وام هاي اعطايي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_67_هيأت_عمومي_ديوان_عدالت_ادار_..._ارجي_بابت_تسهيلات_مالي_و_وام_هاي_اعطايي__3342540252649092257.txt
dfc99bd23517,minor,banking_money,Bank Sepeh notice expanding eligible job categories for qarz-al-hasaneh employment-generation credit facility.,2025,اطلاعيه بانك سپه در خصوص افزودن رسته شغل ...  اعلامي در تسهيلات قرض الحسنه اشتغالزايي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/اطلاعيه_بانك_سپه_در_خصوص_افزودن_رسته_شغل_...__اعلامي_در_تسهيلات_قرض_الحسنه_اشتغالزايي_13469523103397076058.txt
acbd26932c22,moderate,welfare|labor,"Ruling on employer social-insurance premium exemption for firms with <=5 workers, affecting labor cost/welfare contributions.",2009,رأی شماره ۸۰۷ هیأت عمومی دیوان عدالت اداری در خصوص معافیت از پرداخت سهم بیمه کارفرمایانی که حداکثر پنج نفر کارگر دارند با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/1453138385525438254_1453138385525438254.txt
a3ee32ae5970,minor,taxation,"Ruling involving the Supreme Tax Council, a tax-administration matter.",2002,رأي شماره 333 هيئت عمومي ديوان عدالت ادا ... ورخ 21  12  1378 رئيس شوراي عالي مالياتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_333_هيئت_عمومي_ديوان_عدالت_ادا_..._ورخ_21__12__1378_رئيس_شوراي_عالي_مالياتي_16171186201885186201.txt
4c979fce3a2f,moderate,taxation,"Ruling holding certain deposited amounts subject to income tax, affecting tax base.",2022,رأي شماره 902 هيأت عمومي ديوان عدالت ادا ... ري شده نيز مشمول ماليات بر درآمد مي شوند,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_902_هيأت_عمومي_ديوان_عدالت_ادا_..._ري_شده_نيز_مشمول_ماليات_بر_درآمد_مي_شوند_9624082077408601610.txt
